,name,name2,position
117,Isaac Hayden,isaac hayden,DMC
118,Erik Lamela,eric lamela,AM
119,Tom Carroll,tom carroll,M
120,Chris Löwe,chris lowe,M
121,Tommy Smith,tommy smith,M
122,Christian Atsu,christian atzu,AM
123,Florent Hadergjonaj,florent hadergjonaj,M
124,Javier Manquillo,javier manquillo,M
125,Declan Rice,declan rice,DMC
126,Darren Fletcher,darren fletcher,M
127,Moussa Sissoko,moussa sissoko,M
128,Ramadan Sobhi,ramadan sobhi,AM
129,Ashley Westwood,ashley westwood,DMC
130,Tom Davies,tom davies,M
131,Ezequiel Schelotto,ezequiel schelotto,M
132,Scott Malone,scott malone,M
133,Danny Williams,danny williams,M
134,Jeff Hendrick,jeff hendrick,M
135,Martin Olsson,martin olsson,M
136,Marc Pugh,marc pugh,AM
137,Jacob Murphy,jacob murphy,M
138,Nathan Dyer,nathan dyer,M
139,Beram Kayal,beram kayal,M
0,Trent Alexander-Arnold,trent alexander arnold,M
1,Lucas Digne,lucas digne,M
2,Ricardo Pereira,ricardo pereira,M
3,Paul Pogba,paul pogba,M
4,Fernandinho,fernandinho,DMC
5,Aaron Wan-Bissaka,aaron wan-bissaka,M
6,Wilfred Ndidi,wilfred ndidi,DMC
7,James Maddison,james maddison,AM
8,Luka Milivojevic,luka milivojevic,DMC
9,Marcos Alonso,marcos alonso,M
10,Sol Bamba,sol bamba,DMC
11,Idrissa Gueye,idrissa gueye,M
12,Etienne Capoue,etienne capoue,M
13,Matt Doherty,matt doherty,M
14,Andrew Robertson,andrew robertson,M
15,Kieran Trippier,kieran trippier,M
16,Ilkay Gündogan,ilkay gundogan,M
17,Christian Eriksen,christian ericsen,M
18,David Luiz,david luis,DMC
19,Philip Billing,phillip billing,M
20,João Moutinho,joão moutinho,M
21,Willian,willian,AM
22,Ben Chilwell,ben chilwell,M
23,Dwight McNeil,dwight mcneil,M
24,Granit Xhaka,xhaka granite,M
25,César Azpilicueta,cesar azpilicueta,M
26,José Holebas,jose holebas,M
27,Nacho Monreal,nacho monreal,M
28,Jefferson Lerma,jefferson lerma,DMC
29,Kyle Walker,kyle walker,M
30,Ander Herrera,other herrera,M
31,Isaac Hayden,isaac hayden,DMC
32,Fabinho,fabinho,DMC
33,Matt Ritchie,matt ritchie,M
34,Declan Rice,declan rice,DMC
35,N'Golo Kanté,n'golo kante,DMC
36,James Milner,james milner,M
37,Luke Shaw,luke shaw,M
38,Bernardo,bernardo,M
39,Arthur Masuaku,arthur masuaku,M
40,Georginio Wijnaldum,georginio wijnaldum,M
41,Jorginho,jorginho,DMC
42,Séamus Coleman,seamus coleman,M
43,Pierre-Emile Højbjerg,pierre-emile hojbjerg,M
44,James Ward-Prowse,james ward-prowse,M
45,Ashley Young,ashley young,M
46,Rúben Neves,ruben neves,DMC
47,Nathan Aké,nathan aké,DMC
48,Mario Lemina,mario lemina,DMC
49,Jonny,johnny,M
50,Ruben Loftus-Cheek,ruben loftus cheek,M
51,Danny Rose,danny rose,M
52,David Brooks,david brooks,AM
53,Calum Chambers,calum chambers,DMC
54,James McArthur,james mcarthur,M
55,Ashley Westwood,ashley westwood,DMC
56,Solly March,solly march,M
57,Robert Snodgrass,robert snodgrass,M
58,Mesut Özil,mesut ozil,M
59,Joe Bennett,joe bennett,M
60,Nemanja Matic,nemanja matic,DMC
61,Oriol Romeu,oriole romeu,DMC
62,Abdoulaye Doucouré,abdoulaye doucoure,M
63,Moussa Sissoko,moussa sissoko,M
64,Charlie Taylor,charlietaylor,M
65,Jóhann Gudmundsson,johann gudmundsson,AM
66,Pablo Zabaleta,pablo zabaleta,M
67,Naby Keïta,naby keita,M
68,Eric Dier,eric dier,DMC
69,Aaron Mooy,aaron mooy,M
70,Will Hughes,will hughes,M
71,Lucas Torreira,lucas torreira,DMC
72,Víctor Camarasa,victor camarasa,M
73,Patrick van Aanholt,patrick van aanholt,M
74,Martín Montoya,martin montoya,M
75,Adam Smith,adamsmith,M
76,Xherdan Shaqiri,xherdan shaqiri,M
77,Aaron Ramsey,aaron ramsay,M
78,Dan Gosling,dan gosling,M
79,Juan Mata,juan mata,AM
80,André-Frank Zambo Anguissa,andré frank zambo anguissa,M
81,Ben Davies,ben davies,M
82,Aaron Cresswell,aaron cresswell,M
83,Marc Albrighton,marc albrighton,M
84,Jordan Henderson,jordan henderson,M
85,Jeffrey Schlupp,jeffrey schlupp,M
86,Yan Valery,yan valery,M
87,Dale Stephens,dale stephens,M
88,Joe Bryan,joe bryan,M
89,Ross Barkley,ross barkley,M
90,André Gomes,andre gomes,M
91,Mateo Kovacic,mateo kovacic,M
92,Davy Pröpper,davy proepper,M
93,Mark Noble,mark noble,M
94,Anthony Knockaert,anthony knockaert,AM
95,Matthew Lowton,matthew lowton,M
96,Yves Bissouma,yves bissouma,M
97,Alexander Iwobi,alexander iwobi,M
98,Denis Odoi,denis odoi,DMC
99,Cyrus Christie,cyrus christie,M
100,Ryan Bertrand,ryan bertrand,M
101,Sead Kolasinac,sead kolasinac,M
102,Aron Gunnarsson,aaron gunnarsson,M
103,Cheikhou Kouyaté,cheikhou kouyate,DMC
104,Jonathan Hogg,jonathan hogg,DMC
105,Tom Cairney,tom cairney,M
106,Bernard,bernard,AM
107,Jack Cork,jack cork,DMC
108,Mohamed Diamé,mohammed diame,M
109,Kiko Femenía,kiko femenia,M
110,Harry Winks,harry winks,DMC
111,Jean Michaël Seri,jean michael seri,M
112,Mattéo Guendouzi,matteo guendouzi,M
113,Lee Peltier,lee peltier,M
114,Kenedy,kenedy,M
115,Stuart Armstrong,stuart armstrong,AM
116,DeAndre Yedlin,deandre yedlin,M
117,Juninho Bacuna,juninho bacuna,M
118,Joe Ralls,joe ralls,M
119,Conor Coady,conor coady,DMC
120,Charlie Daniels,charlie daniels,M
121,Pedro Obiang,pedro obiang,DMC
122,Christian Atsu,christian atzu,AM
123,Ryan Sessegnon,ryan sessegnon,M
124,Florent Hadergjonaj,florent hadergjonaj,M
125,Junior Stanislas,junior stanislas,M
126,Harry Arter,harry arter,M
127,Nampalys Mendy,nampalys mendy,M
128,Hélder Costa,helder costa,AM
129,Chris Löwe,chris lowe,M
130,Erik Durm,eric durm,M
131,Tim Ream,tim ream,DMC
132,Jeff Hendrick,jeff hendrick,M
0,Ricardo Pereira,ricardo pereira,M
1,James Maddison,james maddison,AM
2,Willian,willian,AM
3,Wilfred Ndidi,wilfred ndidi,DMC
4,Trent Alexander-Arnold,trent alexander arnold,M
5,Aaron Wan-Bissaka,aaron wan-bissaka,M
6,Lucas Digne,lucas digne,M
7,James Ward-Prowse,james ward-prowse,M
8,Jordan Henderson,jordan henderson,M
9,César Azpilicueta,cesar azpilicueta,M
10,Andrew Robertson,andrew robertson,M
11,Rodri,rodri,DMC
12,Emiliano Buendía,emiliano buendia,M
13,Serge Aurier,serge aurier,M
14,Dwight McNeil,dwight mcneil,M
15,Diego Rico,diego rico,M
16,João Moutinho,joão moutinho,M
17,Declan Rice,declan rice,DMC
18,Nemanja Matic,nemanja matic,DMC
19,John McGinn,john mcginn,M
20,Matt Doherty,matt doherty,M
21,Chris Basham,chris basham,M
22,Jonjo Shelvey,jonjo shelvey,M
23,Ben Chilwell,ben chilwell,M
24,Mateo Kovacic,mateo kovacic,M
25,Djibril Sidibé,djibril sidibe,M
26,Scott McTominay,scott mctominay,DMC
27,Mason Mount,mason mount,M
28,Etienne Capoue,etienne capoue,M
29,Kyle Walker,kyle walker,M
30,Reece James,reecejames,M
31,N'Golo Kanté,n'golo kante,DMC
32,Philip Billing,phillip billing,M
33,Dan Burn,dan burn,M
34,Frédéric Guilbert,frederic guilbert,M
35,Fabinho,fabinho,DMC
36,Romain Saïss,romain saïss,DMC
37,Charlie Taylor,charlietaylor,M
38,Youri Tielemans,youri tielemans,M
39,Fred,fred,M
40,John Fleck,john fleck,DMC
41,Matt Targett,matt targett,M
42,Fernandinho,fernandinho,DMC
43,Luke Shaw,luke shaw,M
44,Jorginho,jorginho,DMC
45,Ross Barkley,ross barkley,M
46,Dani Ceballos,daniel ceballos,M
47,Pierre-Emile Højbjerg,pierre-emile hojbjerg,M
48,Enda Stevens,enda stevens,M
49,Rúben Neves,ruben neves,DMC
50,Oliver Norwood,oliver norwood,M
51,Georginio Wijnaldum,georginio wijnaldum,M
52,James McArthur,james mcarthur,M
53,Jonny,johnny,M
54,Ryan Fredericks,ryan fredericks,M
55,Robert Snodgrass,robert snodgrass,M
56,Ashley Westwood,ashley westwood,DMC
57,George Baldock,george baldock,M
58,Granit Xhaka,xhaka granite,M
59,Mason Holgate,mason holgate,M
60,Harvey Barnes,harvey barnes,AM
61,Patrick van Aanholt,patrick van aanholt,M
62,Nathan Aké,nathan aké,DMC
63,Andreas Christensen,andrew christensen,DMC
64,Moussa Sissoko,moussa sissoko,M
65,Isaac Hayden,isaac hayden,DMC
66,Yves Bissouma,yves bissouma,M
67,Tanguy Ndombele,tanguy ndombele,M
68,Jefferson Lerma,jefferson lerma,DMC
69,Ilkay Gündogan,ilkay gundogan,M
70,John Lundstram,john lundstram,DMC
71,Conor Hourihane,conor hourihane,M
72,Mattéo Guendouzi,matteo guendouzi,M
73,Leander Dendoncker,leander dendoncker,M
74,Luka Milivojevic,luka milivojevic,DMC
75,Mark Noble,mark noble,M
76,Abdoulaye Doucouré,abdoulaye doucoure,M
77,Cheikhou Kouyaté,cheikhou kouyate,DMC
78,Aaron Mooy,aaron mooy,M
79,Joel Ward,joel ward,M
80,Stuart Armstrong,stuart armstrong,AM
81,Adam Masina,adam masina,M
82,Bukayo Saka,bukayo saka,M
83,Davy Pröpper,davy proepper,M
84,Dale Stephens,dale stephens,M
85,Erik Pieters,eric pieters,M
86,Kenny McLean,kenny mclean,M
87,Erik Lamela,eric lamela,AM
88,Ainsley Maitland-Niles,ainsley maitland niles,M
89,Alex Oxlade Chamberlain,alex oxlade chamberlain,M
90,Douglas Luiz,douglas luiz,M
91,Will Hughes,will hughes,M
92,Aaron Cresswell,aaron cresswell,M
93,Jack Cork,jack cork,DMC
94,Ryan Bertrand,ryan bertrand,M
95,Trézéguet,trezeguet,AM
96,Séamus Coleman,seamus coleman,M
97,Javier Manquillo,javier manquillo,M
98,Todd Cantwell,todd cantwell,AM
99,David Luiz,david luis,DMC
100,Harry Winks,harry winks,DMC
101,James Milner,james milner,M
102,Alexander Iwobi,alexander iwobi,M
103,Bernard,bernard,AM
104,Adam Smith,adamsmith,M
105,Callum Hudson-Odoi,callum hudson-odoi,M
106,Marc Albrighton,marc albrighton,M
107,Oriol Romeu,oriole romeu,DMC
108,Manuel Lanzini,manuel lanzini,M
109,Andreas Pereira,andrew pereira,M
110,Jeff Hendrick,jeff hendrick,M
111,Kiko Femenía,kiko femenia,M
112,Lucas Torreira,lucas torreira,DMC
113,Harry Wilson,harry wilson,AM
114,Martín Montoya,martin montoya,M
115,Christian Eriksen,christian ericsen,M
116,Conor Coady,conor coady,DMC
117,Alexander Tettey,alexander tettey,M
118,Sead Kolasinac,sead kolasinac,M
119,Pablo Fornals,pablo fornals,M
120,Marvelous Nakamba,marvelous nakamba,DMC
121,Tom Davies,tom davies,M
122,Jamal Lewis,jamal lewis,M
123,Dan Gosling,dan gosling,M
124,James McCarthy,james mccarthy,M
125,Nathaniel Chalobah,nathaniel chalobah,DMC
126,Dennis Praet,dennis praet,AM
127,Sean Longstaff,sean longstaff,DMC
128,Hamza Choudhury,hamza choudhury,DMC
129,Joseph Willock,joseph willock,M
130,Lewis Cook,lewiscook,M
131,Marco Stiepermann,marco stieperman,M
132,Mario Vrancic,mario vrancic,M
0,Bruno Fernandes,bruno fernandes,M
1,Tomas Soucek,tomas soucek,DMC
2,Mason Mount,mason mount,M
3,João Cancelo,joão cancelo,M
4,Ilkay Gündogan,ilkay gundogan,M
5,Wilfred Ndidi,wilfred ndidi,DMC
6,Rodri,rodri,DMC
7,Aaron Wan-Bissaka,aaron wan-bissaka,M
8,Thiago,thiago,M
9,Youri Tielemans,youri tielemans,M
10,Lucas Digne,lucas digne,M
11,Solly March,solly march,M
12,James Ward-Prowse,james ward-prowse,M
13,Serge Aurier,serge aurier,M
14,Paul Pogba,paul pogba,M
15,James Justin,james justin,M
16,Luke Shaw,luke shaw,M
17,Trent Alexander-Arnold,trent alexander arnold,M
18,Declan Rice,declan rice,DMC
19,Kalvin Phillips,calvin phillips,DMC
20,James Maddison,james maddison,AM
21,Ben Chilwell,ben chilwell,M
22,André-Frank Zambo Anguissa,andré frank zambo anguissa,M
23,Yves Bissouma,yves bissouma,M
24,Harvey Barnes,harvey barnes,AM
25,Matheus Pereira,matheus pereira,AM
26,Vladimir Coufal,vladimir coufal,M
27,Pierre-Emile Højbjerg,pierre-emile hojbjerg,M
28,Luke Ayling,luke ayling,M
29,Reece James,reecejames,M
30,Oriol Romeu,oriole romeu,DMC
31,Matthew Cash,matthew cash,M
32,Scott McTominay,scott mctominay,DMC
33,Fred,fred,M
34,César Azpilicueta,cesar azpilicueta,M
35,Matt Targett,matt targett,M
36,Nélson Semedo,nelson semedo,M
37,John McGinn,john mcginn,M
38,Andrew Robertson,andrew robertson,M
39,Bukayo Saka,bukayo saka,M
40,Jorginho,jorginho,DMC
41,Romain Saïss,romain saïss,DMC
42,Stuart Dallas,stuart dallas,M
43,Dwight McNeil,dwight mcneil,M
44,Tanguy Ndombele,tanguy ndombele,M
45,N'Golo Kanté,n'golo kante,DMC
46,Dani Ceballos,daniel ceballos,M
47,Mateo Kovacic,mateo kovacic,M
48,Joël Veltman,joel veltman,M
49,Oleksandr Zinchenko,oleksandr zinchenko,M
50,Antonee Robinson,antony robinson,M
51,Trézéguet,trezeguet,AM
52,Timothy Castagne,timothy castagne,M
53,Fabinho,fabinho,DMC
54,Stuart Armstrong,stuart armstrong,AM
55,Jordan Henderson,jordan henderson,M
56,Aaron Cresswell,aaron cresswell,M
57,Eberechi Eze,eberechi eze,AM
58,Rúben Neves,ruben neves,DMC
59,Fernandinho,fernandinho,DMC
60,Pascal Struijk,pascal struijk,DMC
61,Jonjo Shelvey,jonjo shelvey,M
62,Abdoulaye Doucouré,abdoulaye doucoure,M
63,Pablo Fornals,pablo fornals,M
64,Emile Smith Rowe,emile smith rowe,AM
65,Allan,alan,DMC
66,Kyle Walker,kyle walker,M
67,Josh Brownhill,josh brownhill,M
68,Ross Barkley,ross barkley,M
69,Dan Burn,dan burn,M
70,Thomas Partey,thomas partey,M
71,Marc Albrighton,marc albrighton,M
72,Granit Xhaka,xhaka granite,M
73,Callum Hudson-Odoi,callum hudson-odoi,M
74,Sergio Reguilón,sergio reguilon,M
75,Conor Townsend,conor townsend,M
76,Matthew Lowton,matthew lowton,M
77,Hakim Ziyech,hakim ziyech,M
78,Ethan Ampadu,ethan ampadu,DMC
79,Kenny Tete,kenny tete,M
80,Chris Basham,chris basham,M
81,Héctor Bellerín,hector bellerin,M
82,Kieran Tierney,kieran tierney,M
83,João Moutinho,joão moutinho,M
84,Douglas Luiz,douglas luiz,M
85,Charlie Taylor,charlietaylor,M
86,Isaac Hayden,isaac hayden,DMC
87,Jacob Murphy,jacob murphy,M
88,Eric Dier,eric dier,DMC
89,Harrison Reed,harrison reed,M
90,Willian,willian,AM
91,Séamus Coleman,seamus coleman,M
92,Leander Dendoncker,leander dendoncker,M
93,Jeffrey Schlupp,jeffrey schlupp,M
94,Mason Holgate,mason holgate,M
95,Conor Gallagher,conor gallagher,AM
96,Ashley Westwood,ashley westwood,DMC
97,Ola Aina,ola aina,M
98,Darnell Furlong,darnell furlong,M
99,Georginio Wijnaldum,georginio wijnaldum,M
100,Ezgjan Alioski,ezgjan alioski,M
101,Benjamin White,benjamin white,DMC
102,Mario Lemina,mario lemina,DMC
103,Saïd Benrahma,said benrahma,AM
104,Curtis Jones,curtis jones,AM
105,Nemanja Matic,nemanja matic,DMC
106,Cheikhou Kouyaté,cheikhou kouyate,DMC
107,Ben Davies,ben davies,M
108,Rayan Aït-Nouri,rayan aït-nouri,M
109,Luka Milivojevic,luka milivojevic,DMC
110,Joel Ward,joel ward,M
111,Alexander Iwobi,alexander iwobi,M
112,Conor Coady,conor coady,DMC
113,Mateusz Klich,mateusz klich,M
114,John Fleck,john fleck,DMC
115,Robbie Brady,robbie brady,M
116,David Luiz,david luis,DMC
117,Ruben Loftus-Cheek,ruben loftus cheek,M
118,Jóhann Gudmundsson,johann gudmundsson,AM
119,Oliver Norwood,oliver norwood,M
120,James Milner,james milner,M
121,Patrick van Aanholt,patrick van aanholt,M
122,Tom Davies,tom davies,M
123,André Gomes,andre gomes,M
124,Adam Lallana,adam lallana,M
125,Moussa Sissoko,moussa sissoko,M
126,Erik Pieters,eric pieters,M
127,Mohamed Elneny,mohamed elneny,DMC
128,Ryan Bertrand,ryan bertrand,M
129,Grady Diangana,grady diangana,AM
130,Ben Osborn,ben osborn,M
131,Semi Ajayi,semi ajayi,DMC
132,Enda Stevens,enda stevens,M
133,Moussa Djenepo,moussa djenepo,AM
134,Nampalys Mendy,nampalys mendy,M
135,Sean Longstaff,sean longstaff,DMC
136,Erik Lamela,eric lamela,AM
137,George Baldock,george baldock,M
138,Donny van de Beek,donny van de beek,M
139,Jairo Riedewald,jairo riedewald,DMC
140,Jamal Lewis,jamal lewis,M
141,Jeff Hendrick,jeff hendrick,M
142,Hélder Costa,helder costa,AM
143,Alireza Jahanbakhsh,alireza jahanbakhsh,AM
144,Vitinha,vitinha,M
145,John Lundstram,john lundstram,DMC
146,Ibrahima Diallo,ibrahima diallo,DMC
147,Jacob Ramsey,jacob ramsey,AM
148,Mark Noble,mark noble,M
149,Romaine Sawyers,romaine sawyers,M
0,Trent Alexander-Arnold,trent alexander arnold,M
1,João Cancelo,joão cancelo,M
2,Rodri,rodri,DMC
3,Ilkay Gündogan,ilkay gundogan,M
4,Mason Mount,mason mount,M
5,Andrew Robertson,andrew robertson,M
6,Conor Gallagher,conor gallagher,AM
7,Reece James,reecejames,M
8,John McGinn,john mcginn,M
9,Pierre-Emile Højbjerg,pierre-emile hojbjerg,M
10,Bruno Fernandes,bruno fernandes,M
11,Mateo Kovacic,mateo kovacic,M
12,Declan Rice,declan rice,DMC
13,Thiago,thiago,M
14,Marcos Alonso,marcos alonso,M
15,Fabinho,fabinho,DMC
16,Paul Pogba,paul pogba,M
17,Hakim Ziyech,hakim ziyech,M
18,Bukayo Saka,bukayo saka,M
19,Tomas Soucek,tomas soucek,DMC
20,James Ward-Prowse,james ward-prowse,M
21,Trevoh Chalobah,trevoh chalobah,DMC
22,Rayan Aït-Nouri,rayan aït-nouri,M
23,Andreas Christensen,andrew christensen,DMC
24,N'Golo Kanté,n'golo kante,DMC
25,Christian Nørgaard,christian norgaard,DMC
26,Youri Tielemans,youri tielemans,M
27,Scott McTominay,scott mctominay,DMC
28,Thomas Partey,thomas partey,M
29,Sergio Reguilón,sergio reguilon,M
30,Rúben Neves,ruben neves,DMC
31,Wilfred Ndidi,wilfred ndidi,DMC
32,Fred,fred,M
33,Yves Bissouma,yves bissouma,M
34,Romain Saïss,romain saïss,DMC
35,Jorginho,jorginho,DMC
36,Aaron Wan-Bissaka,aaron wan-bissaka,M
37,Dwight McNeil,dwight mcneil,M
38,César Azpilicueta,cesar azpilicueta,M
39,Matthew Cash,matthew cash,M
40,James Maddison,james maddison,AM
41,Jordan Henderson,jordan henderson,M
42,Ruben Loftus-Cheek,ruben loftus cheek,M
43,Oriol Romeu,oriole romeu,DMC
44,Naby Keïta,naby keita,M
45,Charlie Taylor,charlietaylor,M
46,Marc Cucurella,marc cucurella,M
47,Saïd Benrahma,said benrahma,AM
48,Martin Ødegaard,martin odegaard,AM
49,Luke Thomas,luke thomas,M
50,Pablo Fornals,pablo fornals,M
51,Alex Telles,alex telles,M
52,Benjamin White,benjamin white,DMC
53,James McArthur,james mcarthur,M
54,Josh Brownhill,josh brownhill,M
55,Douglas Luiz,douglas luiz,M
56,Diogo Dalot,diogo dalot,M
57,Emile Smith Rowe,emile smith rowe,AM
58,Aaron Cresswell,aaron cresswell,M
59,Emerson Royal,emerson royal,M
60,Nélson Semedo,nelson semedo,M
61,Stuart Dallas,stuart dallas,M
62,Jacob Ramsey,jacob ramsey,AM
63,João Moutinho,joão moutinho,M
64,Cheikhou Kouyaté,cheikhou kouyate,DMC
65,Kieran Tierney,kieran tierney,M
66,Marçal,marçal,M
67,Kristoffer Ajer,kristoffer ajer,DMC
68,Joël Veltman,joel veltman,M
69,Matthew Lowton,matthew lowton,M
70,Vitaly Janelt,vitaly janelt,DMC
71,Emiliano Buendía,emiliano buendia,M
72,Kyle Walker,kyle walker,M
73,Ben Johnson,ben johnson,M
74,Abdoulaye Doucouré,abdoulaye doucoure,M
75,Anthony Gordon,anthony gordon,AM
76,Matt Targett,matt targett,M
77,Moussa Sissoko,moussa sissoko,M
78,Harvey Barnes,harvey barnes,AM
79,Eric Dier,eric dier,DMC
80,Jeffrey Schlupp,jeffrey schlupp,M
81,Ben Davies,ben davies,M
82,Conor Coady,conor coady,DMC
83,Kiernan Dewsbury-Hall,kiernan dewsbury hall,M
84,Michael Olise,michael olise,AM
85,Jadon Sancho,jadon sancho,AM
86,Timothy Castagne,timothy castagne,M
87,Manuel Lanzini,manuel lanzini,M
88,Joel Ward,joel ward,M
89,Luke Shaw,luke shaw,M
90,Granit Xhaka,xhaka granite,M
91,Mathias Normann,mathias norman,M
92,Vladimir Coufal,vladimir coufal,M
93,Trincão,trincao,AM
94,Séamus Coleman,seamus coleman,M
95,Joseph Willock,joseph willock,M
96,Juraj Kucka,juraj kucka,M
97,Tariq Lamptey,tariq lamptey,M
98,Stuart Armstrong,stuart armstrong,AM
99,Solly March,solly march,M
100,Oliver Skipp,oliver skipp,DMC
101,Nemanja Matic,nemanja matic,DMC
102,Alex Oxlade Chamberlain,alex oxlade chamberlain,M
103,Brandon Williams,brandon williams,M
104,Luke Ayling,luke ayling,M
105,Imrân Louza,imran louza,M
106,Diego Llorente,diego llorente,DMC
107,Jonjo Shelvey,jonjo shelvey,M
108,James Milner,james milner,M
109,Allan,alan,DMC
110,Albert Sambi Lokonga,albert sambi lokonga,DMC
111,Adam Lallana,adam lallana,M
112,Rico Henry,rico henry,M
113,Pierre Lees-Melou,pierre lees melou,M
114,Alexander Iwobi,alexander iwobi,M
115,Sergi Canós,sergi canos,M
116,Daniel Amartey,daniel amartey,DMC
117,Leander Dendoncker,leander dendoncker,M
118,Harry Winks,harry winks,DMC
119,Mason Holgate,mason holgate,M
120,Javier Manquillo,javier manquillo,M
121,Junior Firpo,junior firpo,M
122,Billy Gilmour,billy gilmour,DMC
123,Jakub Moder,jakub moder,M
124,Boubakary Soumaré,boubakary soumare,DMC
125,Jóhann Gudmundsson,johann gudmundsson,AM
126,Kiko Femenía,kiko femenia,M
127,Ashley Westwood,ashley westwood,DMC
128,Matt Ritchie,matt ritchie,M
129,Kenny McLean,kenny mclean,M
130,Ashley Young,ashley young,M
131,Mateusz Klich,mateusz klich,M
132,Ibrahima Diallo,ibrahima diallo,DMC
133,Sean Longstaff,sean longstaff,DMC
134,Jacob Murphy,jacob murphy,M
135,Mathias Jensen,matthew jensen,M
136,Frank Onyeka,frank onyeka,DMC
137,Pascal Struijk,pascal struijk,DMC
138,Aaron Lennon,aaron lennon,M
139,Tom Cleverley,tom cleverley,M
140,Shandon Baptiste,shandon baptiste,M
141,Adam Forshaw,adam forshaw,M
142,Mads Roerslev,mads roerslev,M
0,Philippe Coutinho,philippe coutinho,M
1,Casemiro,casemiro,DMC
2,Toni Kroos,tony kroos,M
3,Daniel Parejo,daniel parejo,M
4,Geoffrey Kondogbia,geoffrey kondogbia,DMC
5,Saúl Ñíguez,saul níguez,M
6,Luka Modric,luka modric,M
7,Sergio Busquets,sergio busquets,DMC
8,Jordi Alba,jordy alba,M
9,Sergi Roberto,sergi roberto,M
10,Asier Illarramendi,asier illarramendi,M
11,Rodri,rodri,DMC
12,Álex Granell,alex granell,M
13,Fabián Ruiz,fabian ruiz,M
14,Samu Castillejo,samu castillejo,AM
15,Thomas Partey,thomas partey,M
16,Mario Gaspar,mario gaspar,M
17,Diego Rico,diego rico,M
18,Ivan Rakitic,ivan rakitic,M
19,José Gayà,jose gaya,M
20,Martín Montoya,martin montoya,M
